index,val,n,coup,Coordonées,Destination,Step,Will_Kill,Safe_position,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Chess_bad,Chess_good,Warning_w,Warning_b,Area_w,Area_b,Nb_w,Nb_b,Color,Play_target,p_Step,p_Will_Kill,p_warning_position,p_Chess_bad,p_Chess_good,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p_Warning_w,p_Warning_b,p_Area_w,p_Area_b,p_Nb_w,p_Nb_b
22,31,♛,6,30,41,7,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,10,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,41,40,0,0,21,35,16,16
23,31,♛,6,30,32,7,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,14,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,32,40,0,0,21,42,16,16
24,31,♛,6,30,52,7,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,15,1,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,52,40,1,0,21,44,16,16
25,31,♛,6,30,33,7,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,12,2,1,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,33,40,2,2,21,44,16,16
26,31,♛,6,30,63,7,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,14,2,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,63,40,2,0,21,45,16,16
27,31,♛,6,30,74,7,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,13,3,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,74,40,3,0,20,45,16,16
28,20,♟,6,34,35,1,0,1,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,2,2,1,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,35,43,51,61,71,10,60,0,70,20,50,30,40,2,1,20,40,16,16
30,32,♚,6,40,31,2,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,5,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,31,0,0,21,33,16,16
31,32,♚,6,40,41,2,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,5,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,41,0,0,21,32,16,16
37,30,♝,6,50,41,5,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,8,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,71,10,60,0,70,20,41,30,40,1,0,21,38,16,15
38,30,♝,6,50,32,5,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,5,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,71,10,60,0,70,20,32,30,40,0,0,21,36,16,15
39,30,♝,6,50,23,5,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,9,1,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,71,10,60,0,70,20,23,30,40,2,0,21,44,16,15
40,30,♝,6,50,14,5,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,8,1,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,71,10,60,0,70,20,14,30,40,2,0,20,44,16,15
41,30,♝,6,50,5,5,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,6,1,1,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,71,10,60,0,70,20,5,30,40,2,1,20,42,16,15
42,22,♟,6,51,52,2,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,52,61,71,10,60,0,70,20,50,30,40,1,0,21,36,16,15
43,22,♟,6,51,53,2,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,2,1,1,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,53,61,71,10,60,0,70,20,50,30,40,2,1,22,38,16,15
46,26,♞,6,60,41,3,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,5,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,71,10,41,0,70,20,50,30,40,1,0,21,33,16,15
47,26,♞,6,60,52,3,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,6,1,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,71,10,52,0,70,20,50,30,40,2,0,21,39,16,15
48,26,♞,6,60,72,3,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,3,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,71,10,72,0,70,20,50,30,40,1,0,21,39,16,15
49,23,♟,6,61,62,2,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,62,71,10,60,0,70,20,50,30,40,1,0,21,41,16,15
50,23,♟,6,61,63,2,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,63,71,10,60,0,70,20,50,30,40,1,0,21,39,16,15
55,24,♟,6,71,72,2,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,72,10,60,0,70,20,50,30,40,1,0,21,39,16,15
56,24,♟,6,71,73,2,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,1,21,38,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,46,67,7,77,27,57,37,47,1,11,21,0,43,51,61,73,10,60,0,70,20,50,30,40,1,0,21,41,16,15
0,17,♟,8,1,2,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,2,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,1,29,38,16,16
1,17,♟,8,1,3,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,3,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,29,39,16,16
5,25,♞,8,10,31,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,4,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,31,60,0,70,20,50,30,40,0,0,29,33,16,16
6,25,♞,8,10,2,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,4,0,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,2,60,0,70,20,50,30,40,0,1,29,40,16,16
7,18,♟,8,11,12,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,12,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,29,38,16,16
8,18,♟,8,11,13,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,1,1,0,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,13,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,1,28,40,16,16
11,29,♝,8,20,31,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,5,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,31,50,30,40,0,0,29,35,16,16
12,29,♝,8,20,42,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,9,1,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,42,50,30,40,1,0,29,44,16,16
13,29,♝,8,20,53,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,7,1,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,53,50,30,40,1,2,30,41,16,16
14,29,♝,8,20,64,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,9,1,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,64,50,30,40,1,1,28,44,16,16
15,29,♝,8,20,75,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,6,1,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,75,50,30,40,1,2,28,41,16,16
16,19,♟,8,22,23,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,23,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,29,37,16,16
19,31,♛,8,30,21,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,6,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,21,40,0,0,29,36,16,16
20,31,♛,8,30,31,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,9,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,31,40,0,0,29,32,16,16
21,31,♛,8,30,41,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,11,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,41,40,0,0,29,34,16,16
22,31,♛,8,30,12,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,9,1,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,12,40,1,0,29,37,16,16
23,31,♛,8,30,32,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,12,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,32,40,0,0,29,38,16,16
24,31,♛,8,30,52,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,12,1,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,52,40,1,0,29,39,16,16
25,31,♛,8,30,3,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,13,2,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,3,40,2,0,29,42,16,16
26,31,♛,8,30,33,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,11,2,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,33,40,2,1,29,41,16,16
27,31,♛,8,30,63,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,13,2,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,63,40,2,0,29,42,16,16
28,31,♛,8,30,74,10,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,12,3,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,74,40,3,0,28,42,16,16
29,20,♟,8,34,35,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,1,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,35,43,51,61,71,10,60,0,70,20,50,30,40,1,2,25,40,16,16
35,32,♚,8,40,31,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,5,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,31,0,0,29,34,16,16
36,32,♚,8,40,41,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,5,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,41,0,0,29,33,16,16
39,30,♝,8,50,41,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,8,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,71,10,60,0,70,20,41,30,40,1,0,29,39,16,15
40,30,♝,8,50,32,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,6,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,71,10,60,0,70,20,32,30,40,0,0,29,38,16,15
41,30,♝,8,50,23,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,9,1,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,71,10,60,0,70,20,23,30,40,2,0,29,45,16,15
42,30,♝,8,50,14,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,8,1,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,71,10,60,0,70,20,14,30,40,2,0,28,45,16,15
43,30,♝,8,50,5,5,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,6,1,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,71,10,60,0,70,20,5,30,40,2,1,28,43,16,15
44,22,♟,8,51,52,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,52,61,71,10,60,0,70,20,50,30,40,1,0,29,37,16,15
45,22,♟,8,51,53,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,2,1,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,53,61,71,10,60,0,70,20,50,30,40,2,2,30,39,16,15
53,26,♞,8,60,41,3,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,4,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,71,10,41,0,70,20,50,30,40,1,0,29,33,16,15
54,26,♞,8,60,52,3,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,6,1,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,71,10,52,0,70,20,50,30,40,2,0,29,40,16,15
55,26,♞,8,60,72,3,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,3,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,71,10,72,0,70,20,50,30,40,1,0,29,40,16,15
56,23,♟,8,61,62,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,62,71,10,60,0,70,20,50,30,40,1,0,29,42,16,15
57,23,♟,8,61,63,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,63,71,10,60,0,70,20,50,30,40,1,0,29,40,16,15
64,24,♟,8,71,72,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,0,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,72,10,60,0,70,20,50,30,40,1,0,29,40,16,15
65,24,♟,8,71,73,2,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,34,43,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,29,39,16,16,1,0,1,0,1,0,0,6,16,26,36,44,56,66,76,65,67,7,77,27,57,37,47,1,11,22,0,43,51,61,73,10,60,0,70,20,50,30,40,1,2,29,42,16,15
0,17,♟,0,1,2,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,1,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,2,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,20,19,16,16
1,17,♟,0,1,3,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,1,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,3,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,20,21,16,16
4,25,♞,0,10,2,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,3,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,2,60,0,70,20,50,30,40,0,0,20,20,16,16
5,25,♞,0,10,22,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,5,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,22,60,0,70,20,50,30,40,0,0,20,22,16,16
6,18,♟,0,11,12,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,1,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,12,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,20,21,16,16
7,18,♟,0,11,13,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,1,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,13,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,20,21,16,16
12,19,♟,0,21,22,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,1,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,22,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,20,21,16,16
13,19,♟,0,21,23,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,1,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,23,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,20,22,16,16
16,20,♟,0,31,32,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,1,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,32,41,51,61,71,10,60,0,70,20,50,30,40,0,0,20,27,16,16
17,20,♟,0,31,33,2,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,31,41,51,61,71,10,60,0,70,20,50,30,40,0,0,0,0,20,20,16,16,1,0,1,0,0,0,0,6,16,26,36,46,56,66,76,17,67,7,77,27,57,37,47,1,11,21,33,41,51,61,71,10,60,0,70,20,50,30,40,0,0,20,28,16,16
